movie,C_name0,year0,E_name0,C_name1,year1,E_name1,similarity1,url1,C_name2,year2,E_name2,similarity2,url2,C_name3,year3,E_name3,similarity3,url3
122886,STAR WARS：原力覺醒,2015,Star Wars: Episode VII - The Force Awakens,絕地救援,2015,The Martian,0.9680994839707324,http://www.imdb.com/title/tt3659388,惡棍英雄：死侍,2016,Deadpool,0.9680506847134212,http://www.imdb.com/title/tt1431045,蟻人,2015,Ant-Man,0.9321863876960772,http://www.imdb.com/title/tt0478970
111362,X戰警：未來昔日,2014,X-Men: Days of Future Past,星際異攻隊,2014,Guardians of the Galaxy,0.9907800660898356,http://www.imdb.com/title/tt2015381,明日邊界,2014,Edge of Tomorrow,0.9903649679350932,http://www.imdb.com/title/tt1631867,蟻人,2015,Ant-Man,0.98651771866246,http://www.imdb.com/title/tt0478970
1923,哈啦瑪莉,1998,There's Something About Mary,別闖陰陽界,1990,Flatliners,0.9918806318614,http://www.imdb.com/title/tt0099582,聖誕壞公公,2003,Bad Santa,0.9885678791891732,http://www.imdb.com/title/tt0307987,體熱,1981,Body Heat,0.9865329063966256,http://www.imdb.com/title/tt0082089
2599,風流教師霹靂妹,1999,Election,神鬼交鋒,2002,Catch Me If You Can,0.9908020229796868,http://www.imdb.com/title/tt0264464,血迷宮,1984,Blood Simple.,0.9905203282945116,http://www.imdb.com/title/tt0086979,體熱,1981,Body Heat,0.990406887070318,http://www.imdb.com/title/tt0082089
1084,我倆沒有明天,1967,Bonnie and Clyde,日正當中,1952,High Noon,0.9930191118612668,http://www.imdb.com/title/tt0044706,火車怪客,1951,Strangers on a Train,0.9924242424242424,http://www.imdb.com/title/tt0044079,體熱,1981,Body Heat,0.9920434895894072,http://www.imdb.com/title/tt0082089
2529,人猿星球,1968,Planet of the Apes,別闖陰陽界,1990,Flatliners,0.9922450729066056,http://www.imdb.com/title/tt0099582,愛與罪,1989,Crimes and Misdemeanors,0.99137228780309,http://www.imdb.com/title/tt0097123,神鬼無間,2006,The Departed,0.9898247892933116,http://www.imdb.com/title/tt0407887
1127,無底洞,1989,The Abyss,羅傑與我,1989,Roger & Me,0.9945777554484188,http://www.imdb.com/title/tt0098213,全面啟動,2010,Inception,0.9939424249645576,http://www.imdb.com/title/tt1375666,神鬼無間,2006,The Departed,0.9929275709342044,http://www.imdb.com/title/tt0407887
2739,紫色姐妹花,1985,The Color Purple,激流四勇士,1972,Deliverance,0.9904780038426806,http://www.imdb.com/title/tt0068473,愛與罪,1989,Crimes and Misdemeanors,0.9895047724151372,http://www.imdb.com/title/tt0097123,靈異第六感,1999,The Sixth Sense,0.989249273046135,http://www.imdb.com/title/tt0167404
2734,蚊子海岸,1986,The Mosquito Coast,美國心玫瑰情,1999,American Beauty,0.9744831315621776,http://www.imdb.com/title/tt0169547,空前絕後滿天飛,1980,Airplane!,0.9663041290449108,http://www.imdb.com/title/tt0080339,靈異第六感,1999,The Sixth Sense,0.9572219590682378,http://www.imdb.com/title/tt0167404
2110,大偵探對大明星,1982,Dead Men Don't Wear Plaid,鐵面無私,1987,The Untouchables,0.9776444744898743,http://www.imdb.com/title/tt0094226,美國心玫瑰情,1999,American Beauty,0.9676472684385868,http://www.imdb.com/title/tt0169547,靈異第六感,1999,The Sixth Sense,0.9611555608796456,http://www.imdb.com/title/tt0167404
2433,法網邊緣,1998,A Civil Action,魔鬼剋星,1984,Ghostbusters,0.9543684157873528,http://www.imdb.com/title/tt0087332,美國心玫瑰情,1999,American Beauty,0.9512533006648121,http://www.imdb.com/title/tt0169547,靈異第六感,1999,The Sixth Sense,0.9380567804766988,http://www.imdb.com/title/tt0167404
952,環遊世界八十天,1956,Around the World in 80 Days,仙履奇緣,1950,Cinderella,0.9839444983494688,http://www.imdb.com/title/tt0042332,碧血金沙,1948,The Treasure of the Sierra Madre,0.9821216494926228,http://www.imdb.com/title/tt0040897,靈異第六感,1999,The Sixth Sense,0.982084587910518,http://www.imdb.com/title/tt0167404
2118,死亡禁地,1983,The Dead Zone,神鬼傳奇,1999,The Mummy,0.9913854222885148,http://www.imdb.com/title/tt0120616,人猿星球,1968,Planet of the Apes,0.9826426554473612,http://www.imdb.com/title/tt0063442,靈異第六感,1999,The Sixth Sense,0.981561538765672,http://www.imdb.com/title/tt0167404
7,龍鳳配,1995,Sabrina,捉賊記,1955,To Catch a Thief,0.9826416162847516,http://www.imdb.com/title/tt0048728,星艦奇航記2:星戰大怒吼,1982,Star Trek: The Wrath of Khan,0.9814767483399196,http://www.imdb.com/title/tt0084726,黃金眼,1995,GoldenEye,0.9797034015073838,http://www.imdb.com/title/tt0113189
112552,進擊的鼓手,2014,Whiplash,絕地救援,2015,The Martian,0.9747731442893852,http://www.imdb.com/title/tt3659388,人造意識,2014,Ex Machina,0.9634002365073592,http://www.imdb.com/title/tt0470752,模仿遊戲,2014,The Imitation Game,0.9593276514855892,http://www.imdb.com/title/tt2084970
69122,醉後大丈夫,2009,The Hangover,哈比人：荒谷惡龍,2013,The Hobbit: The Desolation of Smaug,0.9920268895143286,http://www.imdb.com/title/tt1170358,哈利波特：混血王子的背叛,2009,Harry Potter and the Half-Blood Prince,0.9898241851009524,http://www.imdb.com/title/tt0417741,模仿遊戲,2014,The Imitation Game,0.9865585285765242,http://www.imdb.com/title/tt2084970
112556,控制,2014,Gone Girl,獨家腥聞,2014,Nightcrawler,0.9804463558325108,http://www.imdb.com/title/tt2872718,星際異攻隊,2014,Guardians of the Galaxy,0.956627061998761,http://www.imdb.com/title/tt2015381,模仿遊戲,2014,The Imitation Game,0.936622276151382,http://www.imdb.com/title/tt2084970
4226,記憶拼圖,2000,Memento,失蹤人口,2007,Gone Baby Gone,0.9931035633418496,http://www.imdb.com/title/tt0452623,人造意識,2014,Ex Machina,0.9930637812247356,http://www.imdb.com/title/tt0470752,第九禁區,2009,District 9,0.9924570585260803,http://www.imdb.com/title/tt1136608
68791,魔鬼終結者：未來救贖,2009,Terminator Salvation,阿凡達,2009,Avatar,0.9872154370560275,http://www.imdb.com/title/tt0499549,全面啟動,2010,Inception,0.9829334768383684,http://www.imdb.com/title/tt1375666,第九禁區,2009,District 9,0.9824273042285944,http://www.imdb.com/title/tt1136608
60684,守護者,2009,Watchmen,2009月球漫遊,2009,Moon,0.9854686170342516,http://www.imdb.com/title/tt1182345,明日邊界,2014,Edge of Tomorrow,0.981949843068626,http://www.imdb.com/title/tt1631867,第九禁區,2009,District 9,0.9786902517208396,http://www.imdb.com/title/tt1136608
41566,納尼亞傳奇：獅子、女巫、魔衣櫥,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",功夫熊貓,2008,Kung Fu Panda,0.9894032108288204,http://www.imdb.com/title/tt0441773,金剛,2005,King Kong,0.9834517609508768,http://www.imdb.com/title/tt0360717,第九禁區,2009,District 9,0.9822246918054458,http://www.imdb.com/title/tt1136608
3948,門當父不對,2000,Meet the Parents,冰原歷險記2,2006,Ice Age: The Meltdown,0.9938363252906764,http://www.imdb.com/title/tt0438097,馬達加斯加,2005,Madagascar,0.9917431930137086,http://www.imdb.com/title/tt0351283,第九禁區,2009,District 9,0.989139632480447,http://www.imdb.com/title/tt1136608
109487,星際效應,2014,Interstellar,X戰警：未來昔日,2014,X-Men: Days of Future Past,0.9856972689965838,http://www.imdb.com/title/tt1877832,人造意識,2014,Ex Machina,0.9803789211689178,http://www.imdb.com/title/tt0470752,大英雄天團,2014,Big Hero 6,0.979963732302236,http://www.imdb.com/title/tt2245084
106487,飢餓遊戲2：星火燎原,2013,The Hunger Games: Catching Fire,哈比人：荒谷惡龍,2013,The Hobbit: The Desolation of Smaug,0.9641178926211964,http://www.imdb.com/title/tt1170358,明日邊界,2014,Edge of Tomorrow,0.9583837546804512,http://www.imdb.com/title/tt1631867,大英雄天團,2014,Big Hero 6,0.9412981374797408,http://www.imdb.com/title/tt2245084
68954,天外奇蹟,2009,Up,超級狐狸先生,2009,Fantastic Mr. Fox,0.9902097459352414,http://www.imdb.com/title/tt0432283,歪小子史考特,2010,Scott Pilgrim vs. the World,0.9898726247611352,http://www.imdb.com/title/tt0446029,大英雄天團,2014,Big Hero 6,0.9874148740713098,http://www.imdb.com/title/tt2245084
112852,星際異攻隊,2014,Guardians of the Galaxy,絕地救援,2015,The Martian,0.9910287229612958,http://www.imdb.com/title/tt3659388,復仇者聯盟2：奧創紀元,2015,Avengers: Age of Ultron,0.9889774077079684,http://www.imdb.com/title/tt2395427,人造意識,2014,Ex Machina,0.9809344049292268,http://www.imdb.com/title/tt0470752
111759,明日邊界,2014,Edge of Tomorrow,蟻人,2015,Ant-Man,0.98949492107112,http://www.imdb.com/title/tt0478970,星際異攻隊,2014,Guardians of the Galaxy,0.9738930844934978,http://www.imdb.com/title/tt2015381,人造意識,2014,Ex Machina,0.9662688076254402,http://www.imdb.com/title/tt0470752
51662,300壯士：斯巴達的逆襲,2006,300,闇黑無界：星際爭霸戰,2013,Star Trek: Into Darkness,0.992428896657968,http://www.imdb.com/title/tt1408101,逆轉人生,2011,Intouchables,0.9886081933699378,http://www.imdb.com/title/tt1675434,人造意識,2014,Ex Machina,0.9872055202504172,http://www.imdb.com/title/tt0470752
68157,惡棍特工,2009,Inglourious Basterds,闇黑無界：星際爭霸戰,2013,Star Trek: Into Darkness,0.9963808159890306,http://www.imdb.com/title/tt1408101,藥命效應,2011,Limitless,0.9940585608519781,http://www.imdb.com/title/tt1219289,人造意識,2014,Ex Machina,0.9938398357289528,http://www.imdb.com/title/tt0470752
115617,大英雄天團,2014,Big Hero 6,復仇者聯盟2：奧創紀元,2015,Avengers: Age of Ultron,0.9789853428335108,http://www.imdb.com/title/tt2395427,瘋狂麥斯：憤怒道,2015,Mad Max: Fury Road,0.9714602489179724,http://www.imdb.com/title/tt1392190,人造意識,2014,Ex Machina,0.9691164171831846,http://www.imdb.com/title/tt0470752
104841,地心引力,2013,Gravity,絕地救援,2015,The Martian,0.9936450814594986,http://www.imdb.com/title/tt3659388,華爾街之狼,2013,The Wolf of Wall Street,0.9905842791971374,http://www.imdb.com/title/tt0993846,進擊的鼓手,2014,Whiplash,0.9856641915322044,http://www.imdb.com/title/tt2582802
57669,殺手沒有假期,2008,In Bruges,社群網戰,2010,The Social Network,0.9904259449544136,http://www.imdb.com/title/tt1285016,菠蘿快遞,2008,Pineapple Express,0.9896507329034159,http://www.imdb.com/title/tt0910936,進擊的鼓手,2014,Whiplash,0.9894810956527462,http://www.imdb.com/title/tt2582802
109374,歡迎來到布達佩斯大飯店,2014,The Grand Budapest Hotel,腦筋急轉彎,2015,Inside Out,0.9860140560808948,http://www.imdb.com/title/tt2096673,模仿遊戲,2014,The Imitation Game,0.9662529410525452,http://www.imdb.com/title/tt2084970,進擊的鼓手,2014,Whiplash,0.9604086845466158,http://www.imdb.com/title/tt2582802
10,黃金眼,1995,GoldenEye,王牌對王牌,1998,The Negotiator,0.9955632477412536,http://www.imdb.com/title/tt0120768,巧克力冒險工廠,2005,Charlie and the Chocolate Factory,0.9908504212876698,http://www.imdb.com/title/tt0367594,漫步在雲端,1995,A Walk in the Clouds,0.990358476981958,http://www.imdb.com/title/tt0114887
2916,攔截記憶碼,1990,Total Recall,雷之心靈傳奇,2004,Ray,0.9896891717993062,http://www.imdb.com/title/tt0350258,巧克力冒險工廠,2005,Charlie and the Chocolate Factory,0.9894321789411726,http://www.imdb.com/title/tt0367594,小巨人,1970,Little Big Man,0.9883159432942462,http://www.imdb.com/title/tt0065988
1479,神鬼至尊,1997,The Saint,王牌對王牌,1998,The Negotiator,0.9875522299930736,http://www.imdb.com/title/tt0120768,全民公敵,1998,Enemy of the State,0.9838994349218978,http://www.imdb.com/title/tt0120660,愛國者遊戲,1992,Patriot Games,0.9824723443709458,http://www.imdb.com/title/tt0105112
1690,異形4：浴火重生,1997,Alien: Resurrection,攔截時空禁區,1976,Logan's Run,0.9780189093442944,http://www.imdb.com/title/tt0074812,極地詭變,1982,The Thing,0.976915253654605,http://www.imdb.com/title/tt0084787,愛國者遊戲,1992,Patriot Games,0.9766678455878948,http://www.imdb.com/title/tt0105112
2245,性福大作戰,1988,Working Girl,大河戀,1992,A River Runs Through It,0.9950702880143164,http://www.imdb.com/title/tt0105265,大寒,1983,The Big Chill,0.9877141905086028,http://www.imdb.com/title/tt0085244,愛國者遊戲,1992,Patriot Games,0.9840818898595872,http://www.imdb.com/title/tt0105112
2881,雙重危境,1999,Double Jeopardy,推動搖籃的手,1992,The Hand That Rocks the Cradle,0.9884039429423273,http://www.imdb.com/title/tt0104389,怒放之青春再見,1992,Forever Young,0.9761127568505784,http://www.imdb.com/title/tt0104291,愛國者遊戲,1992,Patriot Games,0.9755733510422028,http://www.imdb.com/title/tt0105112
1620,桃色追捕令,1997,Kiss the Girls,回到未來2,1989,Back to the Future Part II,0.990976748299263,http://www.imdb.com/title/tt0096874,全民公敵,1998,Enemy of the State,0.9851491078829072,http://www.imdb.com/title/tt0120660,回到未來III,1990,Back to the Future Part III,0.9842936618779204,http://www.imdb.com/title/tt0099088
1350,天魔,1976,The Omen,蹺課天才,1986,Ferris Bueller's Day Off,0.987875520091626,http://www.imdb.com/title/tt0091042,王牌大賤諜,1997,Austin Powers: International Man of Mystery,0.9872947919734488,http://www.imdb.com/title/tt0118655,回到未來III,1990,Back to the Future Part III,0.9865026841888148,http://www.imdb.com/title/tt0099088
1792,絕命追殺令之就地正法,1998,U.S. Marshals,王牌對王牌,1998,The Negotiator,0.9880230731154972,http://www.imdb.com/title/tt0120768,致命武器３,1992,Lethal Weapon 3,0.9842759152523736,http://www.imdb.com/title/tt0104714,飛進未來,1988,Big,0.9796586236257604,http://www.imdb.com/title/tt0094737
2565,國王與我,1956,The King and I,蹺課天才,1986,Ferris Bueller's Day Off,0.9731271969568565,http://www.imdb.com/title/tt0091042,超人,1978,Superman,0.9720835513866432,http://www.imdb.com/title/tt0078346,飛進未來,1988,Big,0.9677788256158588,http://www.imdb.com/title/tt0094737
2001,致命武器２,1989,Lethal Weapon 2,鐵男躲避球,2004,Dodgeball: A True Underdog Story,0.9909752682465148,http://www.imdb.com/title/tt0364725,致命武器３,1992,Lethal Weapon 3,0.9906719535187746,http://www.imdb.com/title/tt0104714,尖峰時刻,1998,Rush Hour,0.9894811816370784,http://www.imdb.com/title/tt0120812
1645,魔鬼代言人,1997,The Devil's Advocate,烏龍大頭兵,1981,Stripes,0.9922778767136676,http://www.imdb.com/title/tt0083131,撞牆,2004,Crash,0.9921201595605638,http://www.imdb.com/title/tt0375679,尖峰時刻,1998,Rush Hour,0.9876737473914008,http://www.imdb.com/title/tt0120812
14,白宮風暴,1995,Nixon,鐵面特警隊,1997,L.A. Confidential,0.9869077187318178,http://www.imdb.com/title/tt0119488,大亨遊戲,1992,Glengarry Glen Ross,0.9851619097038716,http://www.imdb.com/title/tt0104348,亂世浮生,1992,The Crying Game,0.9835106813948808,http://www.imdb.com/title/tt0104036
1029,小飛象,1941,Dumbo,海底總動員,2003,Finding Nemo,0.99035107878224,http://www.imdb.com/title/tt0266543,鳥,1963,The Birds,0.99012421481261,http://www.imdb.com/title/tt0056869,亂世浮生,1992,The Crying Game,0.9880301880320488,http://www.imdb.com/title/tt0104036
1060,求愛俗辣,1996,Swingers,蝙蝠俠：開戰時刻,2005,Batman Begins,0.996705913204598,http://www.imdb.com/title/tt0372784,大亨遊戲,1992,Glengarry Glen Ross,0.9957089328895686,http://www.imdb.com/title/tt0104348,鋼琴師,1996,Shine,0.9929001159374092,http://www.imdb.com/title/tt0117631
428,四海情深,1993,A Bronx Tale,鐵面特警隊,1997,L.A. Confidential,0.9894155301122842,http://www.imdb.com/title/tt0119488,大國民,1941,Citizen Kane,0.9886032992092298,http://www.imdb.com/title/tt0033467,火線狙擊,1993,In the Line of Fire,0.9872028836136524,http://www.imdb.com/title/tt0107206
164,藍衣魔鬼,1995,Devil in a Blue Dress,異形,1979,Alien,0.9894319207330986,http://www.imdb.com/title/tt0078748,大國民,1941,Citizen Kane,0.9872132577205084,http://www.imdb.com/title/tt0033467,銀翼殺手,1982,Blade Runner,0.9866155927750828,http://www.imdb.com/title/tt0083658
224,這個男人有點色,1994,Don Juan DeMarco,畢業生,1967,The Graduate,0.9912096549304592,http://www.imdb.com/title/tt0061722,大國民,1941,Citizen Kane,0.990996298701906,http://www.imdb.com/title/tt0033467,百萬金臂,1988,Bull Durham,0.9882763043785888,http://www.imdb.com/title/tt0094812
2081,小美人魚,1989,The Little Mermaid,酷狗寶貝之魔兔詛咒,2005,The Curse of the Were-Rabbit,0.9895730695767492,http://www.imdb.com/title/tt0312004,丹佐華盛頓之衝鋒陷陣,2000,Remember the Titans,0.9895476427094784,http://www.imdb.com/title/tt0210945,百萬金臂,1988,Bull Durham,0.9881000891087386,http://www.imdb.com/title/tt0094812
2951,荒野大鏢客,1964,Per un pugno di dollari,威探闖通關,1988,Who Framed Roger Rabbit,0.9674361345271026,http://www.imdb.com/title/tt0096438,魔戒二部曲：雙城奇謀,2002,The Lord of the Rings: The Two Towers,0.9612520061808058,http://www.imdb.com/title/tt0167261,百萬金臂,1988,Bull Durham,0.9522599719859736,http://www.imdb.com/title/tt0094812
3068,大審判,1982,The Verdict,美國風情畫,1973,American Graffiti,0.9831913216484608,http://www.imdb.com/title/tt0069704,動物屋,1978,Animal House,0.9828487638630914,http://www.imdb.com/title/tt0077975,百萬金臂,1988,Bull Durham,0.9778024140774094,http://www.imdb.com/title/tt0094812
2641,超人續集,1980,Superman II,哈利波特：神祕的魔法石,2001,Harry Potter and the Sorcerer's Stone,0.9864098754102992,http://www.imdb.com/title/tt0241527,蜘蛛人,2002,Spider-Man,0.9836831579666052,http://www.imdb.com/title/tt0145487,百萬金臂,1988,Bull Durham,0.9816266560698244,http://www.imdb.com/title/tt0094812
2728,萬夫莫敵,1960,Spartacus,攔截記憶碼,1990,Total Recall,0.9934615624054182,http://www.imdb.com/title/tt0100802,驚爆內幕,1999,The Insider,0.9902334518217942,http://www.imdb.com/title/tt0140352,百萬金臂,1988,Bull Durham,0.9877434607166408,http://www.imdb.com/title/tt0094812
281,大智若愚,1994,Nobody's Fool,北非諜影,1942,Casablanca,0.9784026228993252,http://www.imdb.com/title/tt0034583,大國民,1941,Citizen Kane,0.9782668453950202,http://www.imdb.com/title/tt0033467,畢業生,1967,The Graduate,0.976461590354663,http://www.imdb.com/title/tt0061722
534,影子大地,1993,Shadowlands,猜火車,1996,Trainspotting,0.9950027807948582,http://www.imdb.com/title/tt0117951,大國民,1941,Citizen Kane,0.9904598757901498,http://www.imdb.com/title/tt0033467,中國城,1974,Chinatown,0.99002966125199,http://www.imdb.com/title/tt0071315
599,日落黃沙,1969,The Wild Bunch,奇愛博士,1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0.985470836894527,http://www.imdb.com/title/tt0057012,後窗,1954,Rear Window,0.984642904525135,http://www.imdb.com/title/tt0047396,中國城,1974,Chinatown,0.9795825508820986,http://www.imdb.com/title/tt0071315
507,完美的世界,1993,A Perfect World,春風化雨,1989,Dead Poets Society,0.9891097684181251,http://www.imdb.com/title/tt0097165,銀翼殺手,1982,Blade Runner,0.988589804470533,http://www.imdb.com/title/tt0083658,中國城,1974,Chinatown,0.988549917494952,http://www.imdb.com/title/tt0071315
707,ＣＩＡ驚世大行動,1996,Mulholland Falls,千萬風情,1996,Tin Cup,0.9804485761284008,http://www.imdb.com/title/tt0117918,大白鯊,1975,Jaws,0.9751658881877968,http://www.imdb.com/title/tt0073195,中國城,1974,Chinatown,0.9747294689089996,http://www.imdb.com/title/tt0071315
1422,火線悍將１６００,1997,Murder at 1600,鐵面特警隊,1997,L.A. Confidential,0.9782291933804762,http://www.imdb.com/title/tt0119488,絕命大反擊,1997,Conspiracy Theory,0.9635583265352584,http://www.imdb.com/title/tt0118883,空軍一號,1997,Air Force One,0.9451283785223792,http://www.imdb.com/title/tt0118571
